,BandID,BandName,BandLink,BandStatus,Country,Genre,Scraped
529,87752,Zombie Destrüktion,https://www.metal-archives.com/bands/Zombie_Destr%C3%BCktion/87752,Active,Sweden,Death Metal,31/08/2019 14:10:49
530,3540442025,Zombie Eater,https://www.metal-archives.com/bands/Zombie_Eater/3540442025,Active,Finland,Sludge/Stoner/Doom Metal,31/08/2019 14:10:49
531,3540406010,Zombie Factor,https://www.metal-archives.com/bands/Zombie_Factor/3540406010,Active,Brazil,Thrash Metal/Hardcore,31/08/2019 14:10:49
532,55878,Zombie Fetus,https://www.metal-archives.com/bands/Zombie_Fetus/55878,Split-up,Sweden,Thrash/Death Metal,31/08/2019 14:10:49
533,3540346279,Zombie Fighter,https://www.metal-archives.com/bands/Zombie_Fighter/3540346279,Split-up,United States,Thrash Metal/Metalcore,31/08/2019 14:10:49
534,119154,Zombie Gutz,https://www.metal-archives.com/bands/Zombie_Gutz/119154,Split-up,United States,Metalcore,31/08/2019 14:10:49
535,100262,Zombie Hate Brigade,https://www.metal-archives.com/bands/Zombie_Hate_Brigade/100262,Active,United States,Death Metal/Grindcore,31/08/2019 14:10:49
536,13741,Zombie Holocaust,https://www.metal-archives.com/bands/Zombie_Holocaust/13741,On hold,Hungary,Death Metal/Grindcore,31/08/2019 14:10:49
537,3540289896,Zombie Holocaust,https://www.metal-archives.com/bands/Zombie_Holocaust/3540289896,Active,United States,Thrash Metal,31/08/2019 14:10:49
538,3540332802,Zombie Inc.,https://www.metal-archives.com/bands/Zombie_Inc./3540332802,Unknown,Austria,Death Metal,31/08/2019 14:10:49
539,3540357490,Zombie Kommando 666,https://www.metal-archives.com/bands/Zombie_Kommando_666/3540357490,Active,France,Thrash Metal,31/08/2019 14:10:49
540,3540373796,Zombie Lake,https://www.metal-archives.com/bands/Zombie_Lake/3540373796,Active,International,Thrash Metal,31/08/2019 14:10:49
541,3540285999,Zombie Lolocaust,https://www.metal-archives.com/bands/Zombie_Lolocaust/3540285999,Active,Australia,Death Metal/Grindcore,31/08/2019 14:10:49
542,3540353723,Zombie Militia,https://www.metal-archives.com/bands/Zombie_Militia/3540353723,Active,United Kingdom,Groove Metal,31/08/2019 14:10:49
543,3540307138,Zombie Raiders,https://www.metal-archives.com/bands/Zombie_Raiders/3540307138,Active,United States,"Grindcore/Noise (early), Death Metal/Grindcore (later)",31/08/2019 14:10:49
544,3540416322,Zombie Riot,https://www.metal-archives.com/bands/Zombie_Riot/3540416322,Active,Germany,Death Metal,31/08/2019 14:10:49
545,16631,Zombie Ritual,https://www.metal-archives.com/bands/Zombie_Ritual/16631,Active,Japan,Death/Thrash Metal,31/08/2019 14:10:49
546,3540419833,Zombie Rodeo,https://www.metal-archives.com/bands/Zombie_Rodeo/3540419833,Active,Finland,Doom/Stoner Metal/Rock,31/08/2019 14:10:49
547,3540346570,Zombie Scars,https://www.metal-archives.com/bands/Zombie_Scars/3540346570,Unknown,Italy,Thrash Metal,31/08/2019 14:10:49
548,3540434686,Zombie Strippers from Hell,https://www.metal-archives.com/bands/Zombie_Strippers_from_Hell/3540434686,Active,Poland,Melodic Death Metal,31/08/2019 14:10:49
549,107464,Zombie Virus Infection,https://www.metal-archives.com/bands/Zombie_Virus_Infection/107464,Split-up,International,Brutal Death Metal/Grindcore,31/08/2019 14:10:49
550,5945,Zombie Vomit,https://www.metal-archives.com/bands/Zombie_Vomit/5945,Unknown,Finland,Goregrind,31/08/2019 14:10:49
551,3540283839,Zombie Xtras,https://www.metal-archives.com/bands/Zombie_Xtras/3540283839,Active,United Kingdom,Heavy Metal/Hard Rock,31/08/2019 14:10:49
552,3540416241,ZombieChrist,https://www.metal-archives.com/bands/ZombieChrist/3540416241,Active,United States,Symphonic Black Metal,31/08/2019 14:10:49
553,3540419515,Zombiechrist,https://www.metal-archives.com/bands/Zombiechrist/3540419515,Active,Mexico,Thrash Metal,31/08/2019 14:10:49
554,3540303073,Zombiefication,https://www.metal-archives.com/bands/Zombiefication/3540303073,Active,Mexico,Death Metal,31/08/2019 14:10:49
555,3540305385,Zombiefied,https://www.metal-archives.com/bands/Zombiefied/3540305385,Active,Sweden,Death Metal,31/08/2019 14:10:49
556,3540327566,Zombiefied,https://www.metal-archives.com/bands/Zombiefied/3540327566,Active,Austria,Metalcore/Thrash Metal,31/08/2019 14:10:49
557,3540305483,Zombiekrig,https://www.metal-archives.com/bands/Zombiekrig/3540305483,On hold,Sweden,Black/Thrash Metal,31/08/2019 14:10:49
558,3540449850,Zombiekrist,https://www.metal-archives.com/bands/Zombiekrist/3540449850,Active,Finland,Symphonic Black Metal,31/08/2019 14:10:49
559,3540405894,Zombieland,https://www.metal-archives.com/bands/Zombieland/3540405894,Active,Russia,Power/Thrash Metal,31/08/2019 14:10:49
560,82965,Zombiemoles,https://www.metal-archives.com/bands/Zombiemoles/82965,Active,Slovakia,Experimental Death Metal/Grindcore,31/08/2019 14:10:49
561,3540361750,Zombies Ate My Girlfriend,https://www.metal-archives.com/bands/Zombies_Ate_My_Girlfriend/3540361750,Active,South Africa,Melodic Death Metal,31/08/2019 14:10:49
562,3540348633,Zombies Bastard,https://www.metal-archives.com/bands/Zombies_Bastard/3540348633,Active,Malaysia,Thrash Metal/Crossover,31/08/2019 14:10:49
563,3540324998,Zombies No,https://www.metal-archives.com/bands/Zombies_No/3540324998,Active,Venezuela,Metalcore/Crossover/Horror Punk,31/08/2019 14:10:49
564,3540267124,ZombieShakerBox,https://www.metal-archives.com/bands/ZombieShakerBox/3540267124,Active,United States,Heavy Metal/Grunge,31/08/2019 14:10:49
565,3540306857,Zombieslut,https://www.metal-archives.com/bands/Zombieslut/3540306857,Changed name,Germany,Death Metal,31/08/2019 14:10:49
566,24691,Zombification,https://www.metal-archives.com/bands/Zombification/24691,Split-up,Italy,Brutal Death Metal,31/08/2019 14:10:49
567,100843,Zombification,https://www.metal-archives.com/bands/Zombification/100843,Split-up,United States,Death Metal,31/08/2019 14:10:49
568,127667,Zombification,https://www.metal-archives.com/bands/Zombification/127667,On hold,United States,Death Metal,31/08/2019 14:10:49
569,3540298616,Zombified,https://www.metal-archives.com/bands/Zombified/3540298616,Active,Sweden,Death Metal/Grindcore,31/08/2019 14:10:49
570,3540313519,Zombified,https://www.metal-archives.com/bands/Zombified/3540313519,Active,United Kingdom,Death Metal,31/08/2019 14:10:49
571,17155,Zombified Preachers of Gore,https://www.metal-archives.com/bands/Zombified_Preachers_of_Gore/17155,Split-up,United States,Death Metal/Grindcore,31/08/2019 14:10:49
572,3540447882,Zombofagus,https://www.metal-archives.com/bands/Zombofagus/3540447882,Active,Greece,Brutal Death Metal,31/08/2019 14:10:49
573,3540443745,Zombria,https://www.metal-archives.com/bands/Zombria/3540443745,Active,United States,Melodic Black/Death Metal,31/08/2019 14:10:49
574,100864,Zombu,https://www.metal-archives.com/bands/Zombu/100864,Split-up,United States,Crossover,31/08/2019 14:10:49
575,3540436123,Zommm,https://www.metal-archives.com/bands/Zommm/3540436123,Active,Azerbaijan,Post-Black Metal/Shoegaze,31/08/2019 14:10:49
576,3540364133,Zompok,https://www.metal-archives.com/bands/Zompok/3540364133,Changed name,United Kingdom,Doom/Sludge Metal,31/08/2019 14:10:49
577,9761,Zona Abissal,https://www.metal-archives.com/bands/Zona_Abissal/9761,Split-up,Brazil,Power/Thrash Metal,31/08/2019 14:10:49
578,66458,Zona d'Ombra,https://www.metal-archives.com/bands/Zona_d%27Ombra/66458,Unknown,Italy,Melodic Heavy Metal,31/08/2019 14:10:49
579,9762,Zona Morta,https://www.metal-archives.com/bands/Zona_Morta/9762,Split-up,Brazil,Power/Thrash Metal,31/08/2019 14:10:49
580,29753,Zona Negra,https://www.metal-archives.com/bands/Zona_Negra/29753,Active,Argentina,Thrash Metal,31/08/2019 14:10:49
581,3540279314,Zona Púrpura,https://www.metal-archives.com/bands/Zona_P%C3%BArpura/3540279314,Split-up,Spain,Thrash/Stoner Metal,31/08/2019 14:10:49
582,3540270335,Zonaidecis,https://www.metal-archives.com/bands/Zonaidecis/3540270335,Split-up,Mexico,Thrash Metal,31/08/2019 14:10:49
583,40208,Zonaria,https://www.metal-archives.com/bands/Zonaria/40208,Active,Sweden,Melodic Death Metal,31/08/2019 14:10:49
584,1184,Zonata,https://www.metal-archives.com/bands/Zonata/1184,Split-up,Sweden,Neoclassical Power Metal,31/08/2019 14:10:49
585,20118,Zonda,https://www.metal-archives.com/bands/Zonda/20118,Split-up,Israel,Heavy Metal,31/08/2019 14:10:49
586,3540287195,Zonderhoof,https://www.metal-archives.com/bands/Zonderhoof/3540287195,Active,United Kingdom,Stoner/Doom Metal,31/08/2019 14:10:49
587,3540417668,Zone,https://www.metal-archives.com/bands/Zone/3540417668,Active,Czechia,Thrash Metal,31/08/2019 14:10:49
588,8019,Zone Eleven,https://www.metal-archives.com/bands/Zone_Eleven/8019,Active,United States,Heavy Metal,31/08/2019 14:10:49
589,84618,Zone Off,https://www.metal-archives.com/bands/Zone_Off/84618,Split-up,Brazil,Melodic Heavy Metal,31/08/2019 14:10:49
590,25979,Zone Zero,https://www.metal-archives.com/bands/Zone_Zero/25979,Active,Sweden,Heavy Metal,31/08/2019 14:10:49
591,3540275902,Zonei,https://www.metal-archives.com/bands/Zonei/3540275902,Active,Mexico,Experimental Black Metal,31/08/2019 14:10:49
592,23993,Zonk,https://www.metal-archives.com/bands/Zonk/23993,Split-up,Canada,Death/Thrash Metal/Hardcore,31/08/2019 14:10:49
593,3540277352,Zontox,https://www.metal-archives.com/bands/Zontox/3540277352,Active,Australia,Thrash/Death/Groove Metal,31/08/2019 14:10:49
594,111478,Zoo,https://www.metal-archives.com/bands/Zoo/111478,Split-up,Italy,Heavy Metal,31/08/2019 14:10:49
595,3540349442,Zoofagus,https://www.metal-archives.com/bands/Zoofagus/3540349442,Active,Ukraine,Death Metal,31/08/2019 14:10:49
596,26776,Zoofilia,https://www.metal-archives.com/bands/Zoofilia/26776,Active,Argentina,Death Metal,31/08/2019 14:10:49
597,2831,Zool,https://www.metal-archives.com/bands/Zool/2831,Split-up,Sweden,Heavy Metal,31/08/2019 14:10:49
598,88591,Zoom Abstraction,https://www.metal-archives.com/bands/Zoom_Abstraction/88591,Changed name,Chile,Progressive Metal,31/08/2019 14:10:49
599,72924,Zoophobia,https://www.metal-archives.com/bands/Zoophobia/72924,Split-up,France,Thrash/Death Metal/Grindcore,31/08/2019 14:10:49
600,31958,Zophrenia,https://www.metal-archives.com/bands/Zophrenia/31958,Active,Sweden,Melodic Black/Symphonic Extreme Metal,31/08/2019 14:10:49
601,20308,Zora,https://www.metal-archives.com/bands/Zora/20308,Active,Italy,Brutal Death Metal,31/08/2019 14:10:49
602,3540316642,Zorak,https://www.metal-archives.com/bands/Zorak/3540316642,Active,Brazil,Power Metal,31/08/2019 14:10:49
603,3540378817,Zorakarer,https://www.metal-archives.com/bands/Zorakarer/3540378817,Active,United States,Symphonic Black Metal,31/08/2019 14:10:49
604,19320,Zorates,https://www.metal-archives.com/bands/Zorates/19320,Active,Brazil,Death/Thrash Metal,31/08/2019 14:10:49
605,3540361222,Zorbo,https://www.metal-archives.com/bands/Zorbo/3540361222,Active,Mexico,Symphonic Power/Progressive Metal,31/08/2019 14:10:49
606,48204,Zorboothus,https://www.metal-archives.com/bands/Zorboothus/48204,Active,Indonesia,Brutal Death Metal,31/08/2019 14:10:49
607,46261,Zord,https://www.metal-archives.com/bands/Zord/46261,Active,Hungary,Groove/Thrash Metal,31/08/2019 14:10:49
608,3540450261,Zordah,https://www.metal-archives.com/bands/Zordah/3540450261,Active,Hungary,Black Metal,31/08/2019 14:10:49
609,3540265755,Zordon,https://www.metal-archives.com/bands/Zordon/3540265755,Active,Czechia,Death/Thrash Metal,31/08/2019 14:10:49
610,3540278730,Zores,https://www.metal-archives.com/bands/Zores/3540278730,Active,Austria,Black Metal,31/08/2019 14:10:49
611,119919,Zorglüb,https://www.metal-archives.com/bands/Zorgl%C3%BCb/119919,Unknown,France,Industrial Black Metal,31/08/2019 14:10:49
612,3540416374,Zorgon,https://www.metal-archives.com/bands/Zorgon/3540416374,Split-up,Indonesia,Technical Death Metal,31/08/2019 14:10:49
613,6405,Zorn,https://www.metal-archives.com/bands/Zorn/6405,Active,Germany,Black Metal,31/08/2019 14:10:49
614,3540282340,Zorn,https://www.metal-archives.com/bands/Zorn/3540282340,Split-up,Germany,Black Metal,31/08/2019 14:10:49
615,3540261961,Zorndyke,https://www.metal-archives.com/bands/Zorndyke/3540261961,Split-up,Italy,Death Metal,31/08/2019 14:10:49
616,40874,Zornen Reich,https://www.metal-archives.com/bands/Zornen_Reich/40874,Changed name,Germany,Black Metal,31/08/2019 14:10:49
617,3540314057,Zornestrieb,https://www.metal-archives.com/bands/Zornestrieb/3540314057,Active,Germany,Black Metal,31/08/2019 14:10:49
618,98091,Zorngigglz,https://www.metal-archives.com/bands/Zorngigglz/98091,Active,Germany,Heavy Metal,31/08/2019 14:10:49
619,3540431346,Zornheym,https://www.metal-archives.com/bands/Zornheym/3540431346,Active,Sweden,Symphonic Black/Death Metal,31/08/2019 14:10:49
620,55483,Zoroaster,https://www.metal-archives.com/bands/Zoroaster/55483,Unknown,United States,Sludge/Doom Metal,31/08/2019 14:10:49
621,3540396816,Zorr,https://www.metal-archives.com/bands/Zorr/3540396816,Active,United States,Black Metal,31/08/2019 14:10:49
622,3540365192,Zorra,https://www.metal-archives.com/bands/Zorra/3540365192,Active,Argentina,Groove Metal,31/08/2019 14:10:49
623,3540436435,Zorroperro,https://www.metal-archives.com/bands/Zorroperro/3540436435,On hold,Chile,Stoner/Doom/Post-Metal/Rock,31/08/2019 14:10:49
624,3540405559,Zorrostiaga,https://www.metal-archives.com/bands/Zorrostiaga/3540405559,Split-up,Spain,Heavy Metal,31/08/2019 14:10:49
625,1494,Zoser Mez,https://www.metal-archives.com/bands/Zoser_Mez/1494,Split-up,Denmark,Heavy Metal,31/08/2019 14:10:49
626,3540395124,Zosimos,https://www.metal-archives.com/bands/Zosimos/3540395124,Active,United States,Stoner/Doom Metal,31/08/2019 14:10:49
627,106150,Zot,https://www.metal-archives.com/bands/Zot/106150,Active,France,Melodic Heavy Metal,31/08/2019 14:10:49
628,3540385298,Zothique,https://www.metal-archives.com/bands/Zothique/3540385298,Active,Japan,Experimental/Sludge/Doom Metal,31/08/2019 14:10:49
629,3540414505,Zötl,https://www.metal-archives.com/bands/Z%C3%B6tl/3540414505,Split-up,Germany,Melodic Heavy Metal/Hard Rock,31/08/2019 14:10:49
630,7620,Zotz,https://www.metal-archives.com/bands/Zotz/7620,Split-up,Mexico,Thrash Metal,31/08/2019 14:10:49
631,3540407739,Zotz Kimil,https://www.metal-archives.com/bands/Zotz_Kimil/3540407739,Active,Mexico,Black Metal,31/08/2019 14:10:49
632,3540412711,Zounds,https://www.metal-archives.com/bands/Zounds/3540412711,Active,Romania,Melodic Black/Heavy Metal,31/08/2019 14:10:49
633,3540328444,Zowrus,https://www.metal-archives.com/bands/Zowrus/3540328444,Active,United States,Black Metal/Noise,31/08/2019 14:10:49
634,3540404627,Zoxim,https://www.metal-archives.com/bands/Zoxim/3540404627,Active,United States,Atmospheric Black Metal,31/08/2019 14:10:49
635,65049,Zpeedfreak,https://www.metal-archives.com/bands/Zpeedfreak/65049,Active,Sweden,Heavy Metal,31/08/2019 14:10:49
636,3540429838,Zpektraellotaen,https://www.metal-archives.com/bands/Zpektraellotaen/3540429838,Active,United States,Raw Black Metal,31/08/2019 14:10:49
637,10060,Zpoan Vtenz,https://www.metal-archives.com/bands/Zpoan_Vtenz/10060,Split-up,Lithuania,Folk/Pagan Black Metal,31/08/2019 14:10:49
638,67178,Žrec,https://www.metal-archives.com/bands/%C5%BDrec/67178,Split-up,Czechia,Pagan/Folk Metal,31/08/2019 14:10:49
639,3540454900,Zreet,https://www.metal-archives.com/bands/Zreet/3540454900,Active,Russia,Stoner Metal/Rock,31/08/2019 14:10:49
640,3540412483,Žriebädlo,https://www.metal-archives.com/bands/%C5%BDrieb%C3%A4dlo/3540412483,Active,Slovakia,Black Metal,31/08/2019 14:10:49
641,3540350338,Zrymgöll,https://www.metal-archives.com/bands/Zrymg%C3%B6ll/3540350338,Active,Argentina,Folk Metal,31/08/2019 14:10:49
642,3540270878,Zsarnok,https://www.metal-archives.com/bands/Zsarnok/3540270878,Active,Hungary,Thrash Metal,31/08/2019 14:10:49
643,3540414020,Ztate of Mind,https://www.metal-archives.com/bands/Ztate_of_Mind/3540414020,Active,Bolivia,Groove Metal/Metalcore,31/08/2019 14:10:49
644,3540331314,Ztranger,https://www.metal-archives.com/bands/Ztranger/3540331314,Active,Colombia,Heavy Metal,31/08/2019 14:10:49
645,3540336668,Zuarasiz,https://www.metal-archives.com/bands/Zuarasiz/3540336668,Active,Poland,Pagan Metal,31/08/2019 14:10:49
646,3540323055,Zuber,https://www.metal-archives.com/bands/Zuber/3540323055,Unknown,United States,Progressive Metal,31/08/2019 14:10:49
647,11612,Zubirun,https://www.metal-archives.com/bands/Zubirun/11612,Split-up,Malaysia,Black Metal,31/08/2019 14:10:49
648,3540305592,Zuboroth,https://www.metal-archives.com/bands/Zuboroth/3540305592,Split-up,Russia,Experimental Black Metal,31/08/2019 14:10:49
649,16943,Zubrowska,https://www.metal-archives.com/bands/Zubrowska/16943,Split-up,France,Brutal Deathcore,31/08/2019 14:10:49
650,121987,ZubZero,https://www.metal-archives.com/bands/ZubZero/121987,Active,Netherlands,Thrash Metal/Metalcore,31/08/2019 14:10:49
651,2038,Zuckuss,https://www.metal-archives.com/bands/Zuckuss/2038,Active,Canada,Brutal Death Metal/Grindcore,31/08/2019 14:10:49
652,3540362258,Zud,https://www.metal-archives.com/bands/Zud/3540362258,Active,United States,Black Metal,31/08/2019 14:10:49
653,3540434893,Zuel,https://www.metal-archives.com/bands/Zuel/3540434893,Active,United States,Progressive Death Metal/Deathcore,31/08/2019 14:10:49
654,3540366715,Zügellos,https://www.metal-archives.com/bands/Z%C3%BCgellos/3540366715,Split-up,Switzerland,Black Metal/D-Beat,31/08/2019 14:10:49
655,23358,Zuh,https://www.metal-archives.com/bands/Zuh/23358,Split-up,France,Melodic Black Metal,31/08/2019 14:10:49
656,46906,Zuhatag,https://www.metal-archives.com/bands/Zuhatag/46906,Active,Hungary,Heavy/Speed Metal,31/08/2019 14:10:49
657,3540392106,Zuhe,https://www.metal-archives.com/bands/Zuhe/3540392106,Active,Colombia,Folk/Black Metal,31/08/2019 14:10:49
658,52374,Zuldar,https://www.metal-archives.com/bands/Zuldar/52374,Split-up,Spain,Melodic Death Metal,31/08/2019 14:10:49
659,3540424255,Zulmet,https://www.metal-archives.com/bands/Zulmet/3540424255,Active,Turkey,Black Metal,31/08/2019 14:10:49
660,73206,Zulo,https://www.metal-archives.com/bands/Zulo/73206,Split-up,Spain,Heavy Metal,31/08/2019 14:10:49
661,85308,Zulu,https://www.metal-archives.com/bands/Zulu/85308,Unknown,Hungary,"Stoner/Doom/Gothic Extreme Metal (early), Stoner Rock (later)",31/08/2019 14:10:49
662,3540258585,Zumtot,https://www.metal-archives.com/bands/Zumtot/3540258585,Active,France,Folk/Black Metal,31/08/2019 14:10:49
663,47973,Zune,https://www.metal-archives.com/bands/Zune/47973,Active,Italy,Melodic Death Metal/Deathcore,31/08/2019 14:10:49
664,30666,Zuper Faro,https://www.metal-archives.com/bands/Zuper_Faro/30666,Active,Mexico,Death/Progressive Metal,31/08/2019 14:10:49
665,3540382609,Zur,https://www.metal-archives.com/bands/Zur/3540382609,Active,Brazil,Black Metal,31/08/2019 14:10:49
666,103387,Zuraith,https://www.metal-archives.com/bands/Zuraith/103387,Active,United States,Black/Gothic Metal,31/08/2019 14:10:49
667,114354,Zurcursal,https://www.metal-archives.com/bands/Zurcursal/114354,Split-up,Denmark,Thrash Metal,31/08/2019 14:10:49
668,3540431470,Zurdeimvar Gragz,https://www.metal-archives.com/bands/Zurdeimvar_Gragz/3540431470,Active,Russia,Black Metal,31/08/2019 14:10:49
669,74255,Zuriarts,https://www.metal-archives.com/bands/Zuriarts/74255,Active,Malaysia,Black/Death Metal,31/08/2019 14:10:49
670,38431,Zurisadai,https://www.metal-archives.com/bands/Zurisadai/38431,Active,Brazil,Death/Black Metal,31/08/2019 14:10:49
671,51849,Zurk,https://www.metal-archives.com/bands/Zurk/51849,Changed name,Chile,Black/Death Metal,31/08/2019 14:10:49
672,3540416054,Zurko,https://www.metal-archives.com/bands/Zurko/3540416054,Active,Argentina,Heavy Metal/Hard Rock,31/08/2019 14:10:49
673,3540454265,Zuroth,https://www.metal-archives.com/bands/Zuroth/3540454265,Active,Argentina,Progressive Metal/Rock,31/08/2019 14:10:49
674,112873,Zurt,https://www.metal-archives.com/bands/Zurt/112873,Split-up,Spain,Heavy Metal,31/08/2019 14:10:49
675,3540362208,Zurvan,https://www.metal-archives.com/bands/Zurvan/3540362208,Active,Romania,Black/Heavy Metal,31/08/2019 14:10:49
676,3540386515,Zurvan,https://www.metal-archives.com/bands/Zurvan/3540386515,Active,Iran,Black Metal,31/08/2019 14:10:49
677,3540362461,Zurzir,https://www.metal-archives.com/bands/Zurzir/3540362461,Active,Brazil,"Heavy Metal, RAC",31/08/2019 14:10:49
678,115301,Zushakon,https://www.metal-archives.com/bands/Zushakon/115301,Split-up,Singapore,"Black/Thrash Metal (early), Black/Death/Doom Metal (later)",31/08/2019 14:10:49
679,3540266792,Züül,https://www.metal-archives.com/bands/Z%C3%BC%C3%BCl/3540266792,Active,United States,Heavy Metal,31/08/2019 14:10:49
680,3540289346,Zuul,https://www.metal-archives.com/bands/Zuul/3540289346,Split-up,Germany,Death Metal,31/08/2019 14:10:49
681,59000,Zuul Fx,https://www.metal-archives.com/bands/Zuul_Fx/59000,Active,France,Industrial Thrash/Death Metal,31/08/2019 14:10:49
682,3540385302,Zvijer,https://www.metal-archives.com/bands/Zvijer/3540385302,Active,Bosnia and Herzegovina,Black Metal,31/08/2019 14:10:49
683,12823,Zvrator,https://www.metal-archives.com/bands/Zvrator/12823,Changed name,Czechia,Thrash/Death Metal,31/08/2019 14:10:49
684,3540319093,Zvrëöprëh,https://www.metal-archives.com/bands/Zvr%C3%AB%C3%B6pr%C3%ABh/3540319093,Active,France,Black Metal,31/08/2019 14:10:49
685,22181,Zwangslage,https://www.metal-archives.com/bands/Zwangslage/22181,Split-up,United States,Black Metal with Grindcore elements,31/08/2019 14:10:49
686,27567,Zwanziger,https://www.metal-archives.com/bands/Zwanziger/27567,Split-up,Finland,Speed Metal,31/08/2019 14:10:49
687,3540442303,Zwarte Dood,https://www.metal-archives.com/bands/Zwarte_Dood/3540442303,Active,Belgium,Raw Black Metal,31/08/2019 14:10:49
688,3540442714,Zwarte Draak,https://www.metal-archives.com/bands/Zwarte_Draak/3540442714,Active,Netherlands,Raw Black Metal,31/08/2019 14:10:49
689,3540291397,Zwarte Vlam,https://www.metal-archives.com/bands/Zwarte_Vlam/3540291397,Active,Costa Rica,Black Metal,31/08/2019 14:10:49
690,19599,Zwartketterij,https://www.metal-archives.com/bands/Zwartketterij/19599,On hold,Netherlands,Black/Thrash Metal,31/08/2019 14:10:49
691,49619,Zwartplaag,https://www.metal-archives.com/bands/Zwartplaag/49619,Split-up,Netherlands,Black Metal,31/08/2019 14:10:49
692,108457,Zwavel,https://www.metal-archives.com/bands/Zwavel/108457,Split-up,Netherlands,Black Metal,31/08/2019 14:10:49
693,3540299971,Zwavelstorm,https://www.metal-archives.com/bands/Zwavelstorm/3540299971,Active,Belgium,Black Metal,31/08/2019 14:10:49
694,85508,Zweihander,https://www.metal-archives.com/bands/Zweihander/85508,Changed name,Sweden,Melodic Death Metal,31/08/2019 14:10:49
695,21349,Zwenz,https://www.metal-archives.com/bands/Zwenz/21349,Split-up,Germany,Black Metal,31/08/2019 14:10:49
696,91772,Zwetwezen,https://www.metal-archives.com/bands/Zwetwezen/91772,Active,Belgium,Experimental Black Metal,31/08/2019 14:10:49
697,73811,Zwielicht,https://www.metal-archives.com/bands/Zwielicht/73811,Active,Germany,Black Metal,31/08/2019 14:10:49
698,41705,Zwietracht,https://www.metal-archives.com/bands/Zwietracht/41705,Active,Germany,Pagan Black Metal,31/08/2019 14:10:49
699,3540260085,Zwietracht,https://www.metal-archives.com/bands/Zwietracht/3540260085,Split-up,Germany,Black Metal,31/08/2019 14:10:49
700,3540261885,Zwischen den Welten,https://www.metal-archives.com/bands/Zwischen_den_Welten/3540261885,Split-up,Germany,Black Metal,31/08/2019 14:10:49
701,18589,ZX Spectrum,https://www.metal-archives.com/bands/ZX_Spectrum/18589,Active,Latvia,Death 'n' Roll,31/08/2019 14:10:49
702,107968,Zyanide,https://www.metal-archives.com/bands/Zyanide/107968,On hold,Switzerland,Melodic Thrash/Death Metal,31/08/2019 14:10:49
703,3540328303,Zyanide,https://www.metal-archives.com/bands/Zyanide/3540328303,Active,Costa Rica,Thrash Metal,31/08/2019 14:10:49
704,3540388948,Zybillin Spräch,https://www.metal-archives.com/bands/Zybillin_Spr%C3%A4ch/3540388948,Active,France,Heavy Metal,31/08/2019 14:10:49
705,56066,Zyclotron,https://www.metal-archives.com/bands/Zyclotron/56066,Active,Germany,Death Metal/Metalcore,31/08/2019 14:10:49
706,3540342489,Zygmythkaupt,https://www.metal-archives.com/bands/Zygmythkaupt/3540342489,Active,United States,Black Metal,31/08/2019 14:10:49
707,3540288861,Zygnema,https://www.metal-archives.com/bands/Zygnema/3540288861,Active,India,Thrash/Groove Metal,31/08/2019 14:10:49
708,29809,Zygoatsis,https://www.metal-archives.com/bands/Zygoatsis/29809,Active,Thailand,Black/Death Metal,31/08/2019 14:10:49
709,3540427061,Zygore,https://www.metal-archives.com/bands/Zygore/3540427061,Active,Indonesia,Technical Death Metal,31/08/2019 14:10:49
710,14514,Zygote,https://www.metal-archives.com/bands/Zygote/14514,Split-up,Finland,Black Metal,31/08/2019 14:10:49
711,28258,Zygote,https://www.metal-archives.com/bands/Zygote/28258,Split-up,United Kingdom,"Crust Punk, Heavy Metal",31/08/2019 14:10:49
712,77361,Zygote,https://www.metal-archives.com/bands/Zygote/77361,Split-up,United Kingdom,Brutal Death Metal/Grindcore,31/08/2019 14:10:49
713,3540435589,Zygotical,https://www.metal-archives.com/bands/Zygotical/3540435589,Active,United States,Black Metal,31/08/2019 14:10:49
714,61191,Zykes Cross,https://www.metal-archives.com/bands/Zykes_Cross/61191,Split-up,Germany,Progressive/Power Metal,31/08/2019 14:10:49
715,66,Zyklon,https://www.metal-archives.com/bands/Zyklon/66,Split-up,Norway,Industrial Death/Black Metal,31/08/2019 14:10:49
716,74887,Zyklon X,https://www.metal-archives.com/bands/Zyklon_X/74887,Split-up,Germany,Thrash Metal,31/08/2019 14:10:49
717,1421,Zyklon-B,https://www.metal-archives.com/bands/Zyklon-B/1421,Split-up,Norway,Black Metal,31/08/2019 14:10:49
718,52376,Zyklon-B,https://www.metal-archives.com/bands/Zyklon-B/52376,Split-up,United States,Death Metal,31/08/2019 14:10:49
719,3540390964,Zyklon-B,https://www.metal-archives.com/bands/Zyklon-B/3540390964,Active,Argentina,Thrash Metal,31/08/2019 14:10:49
720,69784,Zyklone,https://www.metal-archives.com/bands/Zyklone/69784,Split-up,United States,Power/Speed Metal,31/08/2019 14:10:49
721,3540429474,Zyklonkrieg 88,https://www.metal-archives.com/bands/Zyklonkrieg_88/3540429474,Active,Canada,Raw Black Metal,31/08/2019 14:10:49
722,120169,Zyklop,https://www.metal-archives.com/bands/Zyklop/120169,Split-up,Austria,Death Metal/Grindcore,31/08/2019 14:10:49
723,3540369539,Zyklus der Verzweiflung,https://www.metal-archives.com/bands/Zyklus_der_Verzweiflung/3540369539,Active,Germany,Atmospheric Black Metal,31/08/2019 14:10:49
